id,title,subject_codes,units,description
221396,"Ethics, Public Policy, and Technological Change (WIM)",CS 182W,5,"Writing-intensive version of CS182. Satisfies the WIM requirement for Computer Science, Engineering Physics, STS, Math/Comp Sci, and Data Science undergraduates (and is only open to those majors). Prerequisite: CS106A. See CS182 for lecture day/time information for location/time of class. Enroll in either CS 182 or CS 182W, not both. Enrollment in WIM version of the course is limited to 100 students. Enrollment is restricted to seniors and coterminal students until January 6, 2025. Starting January 6, 2025, enrollment will open to all students if additional spaces remain available in the class."
221403,Networks and Human Behavior,ECON 46,5,"Two threads are interwoven: why social and economic networks have special features, and how those features shape power, opinions, opportunities, and behaviors.  Some of the topics included are:  the different ways in which a person&#039;s position in a network determines their influence;  which systematic errors people make when forming opinions based on what they learn from others; how financial contagions work and why are they different from the spread of a flu; the role of splits in our social networks in inequality, immobility, and polarization; and how network patterns of trade and globalization have changed international conflict and wars.  The course requires analyzing network data, which will be provided. Knowledge of matrix algebra will be assumed as well as knowledge of statistics at a level of at least Econ 102A or equivalent."
221472,Cloud Computing for Biology and Healthcare,CS 273C,3,"Big Data is radically transforming healthcare. To provide real-time personalized healthcare, we need hardware and software solutions that can efficiently store and process large-scale biomedical datasets. In this class, students will learn the concepts of cloud computing and parallel systems&#039; architecture. This class prepares students to understand how to design parallel programs for computationally intensive medical applications and how to run these applications on computing frameworks such as Cloud Computing and High Performance Computing (HPC) systems. Prerequisites: familiarity with programming in Python and R."
221478,Building for Digital Health,CS 342,4,"This project-based course will provide a comprehensive overview of key requirements in the design and full-stack implementation of a digital health research application. Several pre-vetted and approved projects from the Stanford School of Medicine will be available for students to select from and build. Student teams learn about all necessary approval processes to deploy a digital health solution (data privacy clearance/I RB approval, etc.) and be guided in the development of front-end and back-end infrastructure using best practices. The final project will be the presentation and deployment of a fully approved digital health research application. CS106A, CS106B, Recommended: CS193P/A, CS142, CS47, CS110. Limited enrollment for this course. Apply for enrollment permission here:  https://stanforduniversity.qualtrics.com/jfe/form/SV_9ThVhqf4zyhzheS"
221523,Simplicity and Complexity in Economic Theory,"CS 360, ECON 284",5,"Technology has enabled the emergence of economic systems of formerly inconceivable complexity. Nevertheless, some technology-related economic problems are so complex that either supercomputers cannot solve them in a reasonable time, or they are too complex for humans to comprehend. Thus, modern economic designs must still be simple enough for humans to understand, and must address computationally complex problems in an efficient fashion. This topics course explores simplicity and complexity in economics, primarily via theoretical models. We will focus on recent advances.  Key topics include (but are not limited to) resource allocation in complex environments, communication complexity and information aggregation in markets, robust mechanisms, dynamic matching theory, influence maximization in networks, and the design of simple (user-friendly) mechanisms. Some applications include paired kidney exchange, auctions for electricity and for radio spectrum, ride-sharing platforms, and the diffusion of information.  Prerequisites: Econ 203 or equivalent."
221525,Computer Science Research,CS 197,4,"An onramp for students interested in breaking new ground in the frontiers of computer science. Course format features faculty lectures introducing the fundamentals of computer science research, alongside special interest group meetings that provide mentorship and feedback on a real research project. Lecture topics include reading technical papers, practicing oral communication and technical writing skills, and independently formulating research questions. Any student may enroll for 4 units and select a research area (AI, HCI, Systems, etc.) for a quarter-long team programming project with a Ph.D. student mentor. Space may be limited. Prerequisite: CS106B."
221529,Design for Artificial Intelligence,CS 247A,4,"A project-based course that builds on the introduction to design in CS147 by focusing on advanced methods and tools for research, prototyping, and user interface design. Studio based format with intensive coaching and iteration to prepare students for tackling real world design problems. This course takes place entirely in studios; you must plan on attending every studio to take this class. The focus of CS247A is design for human-centered artificial intelligence experiences. What does it mean to design for AI? What is HAI? How do you create responsible, ethical, human centered experiences? Let us explore what AI actually is and the constraints, opportunities and specialized processes necessary to create AI systems that work effectively for the humans involved. Prerequisites: CS147 or equivalent background in design thinking. In the event of a waitlist, acceptance to class based on an application provided on the first day of class."
221530,Design for Play,CS 247G,4,"A project-based course that builds on the introduction to design in CS147 by focusing on advanced methods and tools for research, prototyping, and user interface design. Studio based format with intensive coaching and iteration to prepare students for tackling real world design problems. This course takes place entirely in studios; please plan on attending every studio to take this class. The focus of CS247g is an introduction to theory and practice of game design. We will make digital and paper games, do rapid iteration and run user research studies appropriate to game design. This class has multiple short projects, allowing us to cover a variety of genres, from narrative to pure strategy. Prerequisites: 147 or equivalent background."
221536,Principles of Robot Autonomy II,"AA 174B, CS 237B, EE 260B, ME 274B",4,"This course teaches advanced principles for endowing mobile autonomous robots with capabilities to autonomously learn new skills and to physically interact with the environment and with humans. It also provides an overview of different robot system architectures. Concepts that will be covered in the course are: Reinforcement Learning and its relationship to optimal control, contact and dynamics models for prehensile and non-prehensile robot manipulation, imitation learning and human intent inference, as well as different system architectures and their verification. Students will earn the theoretical foundations for these concepts and implement them on mobile manipulation platforms. In homeworks, the Robot Operating System (ROS) will be used extensively for demonstrations and hands-on activities. Prerequisites: CS106A or equivalent, CME 100 or equivalent (for linear algebra), CME 106 or equivalent (for probability theory), and AA 171/274."
221546,Flight Mechanics & Controls,AA 173,3,"Aircraft flight dynamics, stability, and their control system design; frame transformations, non-linear equations of motion for aircraft; linearization of longitudinal and lateral-directional dynamics; aircraft static longitudinal and lateral/directional stability and control; observability and controllability; PID feedback control; Prerequisites: E15, E105, AA100 and familiarity with MATLAB."
221549,Aircraft Design,AA 146A,3,"Air Capstone I. Required for Aero/Astro majors. This capstone design class allows students to apply knowledge from prior classes in a way that emphasizes the interactions between disciplines and demonstrates how theoretical topics are synthesized in the practical design of an aircraft concept. Prerequisites are MATH 19, 20, 21, CME 100, CME 102 or MATH 51, 53. CME 104 or Math 52 recommended. Elementary physics, and AA100 or equivalent classes. Additional required AA courses dealing with aero, structures, and controls."
221550,Aircraft Design Laboratory,AA 146B,3,"Air Capstone II. Required for Aero/Astro majors. This capstone design class brings together the material from prior classes in a way that emphasizes the interactions between disciplines and demonstrates how some of the more theoretical topics are synthesized in practical design of an aircraft concept. The class will address a single problem developed by the faculty and staff. Students will spend two quarters designing a system that addresses the objectives and requirements posed at the beginning of the course sequence. They will work individually and in teams, focusing on some aspect of the problem but exposed to many different disciplines and challenges. The second quarter will focus on the demonstration of a physical system incorporating features of the design solution. This may be accomplished with a set of experiments or a flight demonstration involving data gathering and synthesis of work in a final report authored by the team."
221569,Computational Complexity II,CS 254B,3,"A continuation of CS254 (Computational Complexity). Topics include Barriers to P versus NP; The relationship between time and space, and time-space tradeoffs for SAT; The hardness versus randomness paradigm; Average-case complexity; Fine-grained complexity; Current and new areas of complexity theory research.  Prerequisite: CS254."
221611,Decision Science for Environmental Threats,EARTHSYS 227,5,"Decision science is the study of how people make decisions. It aims to describe these processes in ways that will help people make better or more well-informed decisions. It is an interdisciplinary field that draws upon psychology, economics, political science, and management, among other disciplines. It is being used in a number of domain areas and for a variety of applications, including managing freshwater resources, designing decision support tools to aid in coastal adaptation to sea-level rise, and creating &quot;nudges&quot; to enhance energy efficiency behaviors. This course covers behavioral theories of probabilistic inference, intuitive prediction, preference, and decision making. Topics include heuristics and biases, risk perceptions and attitudes, strategies for combining different sources of information and dealing with conflicting objectives, and the roles of group and emotional processes in decision making. This course will introduce students to foundational theories of decision science, and will involve applying these theories to understand decisions about environmental threats."
221616,"Climate Perspectives: Climate Science, Impacts, Carbon Markets, Decarbonization Models and Projects","EARTHSYS 116A, HUMBIO 116",3,"Prerequisite: Must be a junior, senior, or graduate student. Public Policy Masters students sign up for PUBLPOL 216. The course contains four main parts: Climate Science, Climate Market Mechanisms, Commercial Decarbonization Models; Identification of Commercial Opportunities. Part I begins with a detailed introduction to climate science, emissions by geography and jurisdiction, economic sector, and human health impacts. Part II describes in detail three approaches to decarbonization: cap-and-trade markets, baseline and credit systems, and carbon offsets and voluntary carbon markets. Part Ill contains three components that serve as the main commercial lenses for commercial decarbonization approaches: developing carbon assets, investments, finance, and trading, and corporate carbon management.  Part IV contains two components: the identification of decarbonization commercial opportunities and project development."
221630,Trust and Safety,CS 152,3,"Trust and Safety is an emerging field of professional and academic effort to build technologies that allow people to positively use the internet while being safe from harm. This course provides an introduction to the ways online services are abused to cause real human harm and the potential social, operational, product, legal and engineering responses. Students will learn about fraud, account takeovers, the use of social media by terrorists, misinformation, child exploitation, harassment, bullying and self-harm. This will include studying both the technical and sociological roots of these harms and the ways various online providers have responded. The class is taught by a practitioner, a professor of communication, a political scientist, and supplemented by guest lecturers from tech companies and nonprofits. Cross-disciplinary teams of students will spend the quarter building a technical and policy solution to a real trust and safety challenge, which will include the application of AI technologies to detecting and stopping abuse. For those taking this course for CS credit, the prerequisite is CS106B or equivalent programming experience and this course fulfills the Technology in Society requirement. Content note: This class will cover real-world harmful behavior and expose students to potentially upsetting material."
221634,Programming Methodologies in JavaScript and Python (Accelerated),CS 106AX,5,"Introduction to the engineering of computer applications emphasizing modern software engineering principles: object-oriented design, decomposition, encapsulation, abstraction, and testing. This course targets an audience with prior programming experience, and that prior experience is leveraged so material can be covered in greater depth."
221673,The Chinese Economy,ECON 131,5,"This is a survey course of the Chinese economy with emphasis on understanding the process of economic reform, transition and development during the past 40 years. It will help students learn the different historical stages of institutional changes, develop an informed perspective on economic and political rationale and the effectiveness of the economic policies that have shaped China&#039;s economic emergence, and think critically about the process of economic and social changes. Prerequisite: Econ 1. Same as OSPBEIJ 30. Students may not earn credit for both OSPBEIJ 30 and ECON 131."
221695,Cell and Developmental Biology of Plants,BIO 155,3,"In this course we will learn how plants are built at different organizational scales from the cell, tissue, organ and organ system level. We will also learn about the experimental methods used to study plants at these different organizational levels and how to interpret and evaluate experiments that use such methods. Finally, advances in genetic engineering will be discussed as a means of manipulating the form and function of plants for sustainable agriculture. Broadly relevant skills that will be cultivated in the course include: evaluating primarily literature, identifying gaps in knowledge, formulating research questions and designing new experimental strategies. Prerequisites: BIO 80 series or equivalent."
221697,Organismal Biology Lab,BIO 161,4,"This laboratory is an authentic research experience course where students contribute to original research. In one module, students will perform experiments in the field of chemical ecology by screening for novel natural compounds that influence animal behavior. This will involve on campus field work and laboratory experiments. In a second module, students will conduct animal behavior experiments that examine sensory systems in a laboratory setting. Students will work collaboratively to collect and analyze data and will learn to communicate their findings through a journal-style scientific article."
221719,Manufacturing Processes and Design,ME 129,3,"ME129 is designed for Juniors in Mechanical Engineering who have elected the Product Realization concentration. Students will develop professional level knowledge and experience with materials and manufacturing processes. Activities will include lectures, site visits to local manufacturing organizations, and recorded site visits to global manufacturing organizations. Assignments will include essays and discussions based on site visits, materials exploration including hands-on activities in the Product Realization Lab (PRL), and product tear downs supported by PRL resources. The environmental sustainability consequences of materials and transformation process choices will be a unifying thread running throughout the course. Prerequisites: ME102 and ME103. By application only, see notes below."
221733,Market Design and Resource Allocation in Non-Profit Settings,MS&E 366,3,"Survey of recent research on market design and resource allocation with a focus on under-explored domains in non-profit settings. Will start with classic results in allocation, matching and social choice, and discuss them in the context of relevant objectives such as social welfare and equity. Will then draw on techniques from operations research and economics to explore the design of resource allocation platforms in emerging applications including housing, humanitarian logistics, volunteer coordination, food allocation, conservation and sustainability, and informal markets in the developing world. Prerequisite: consent of instructor; background material will be covered throughout the course as necessary. May be repeated for credit."
221742,Observational Methods in Coastal Oceanography,CEE 262H,3,"This course will involve learning about the instrumentation, experimental design, and dataanalysis approaches used in coastal and estuarine physical oceanography. We will be work with field data collected in recent years by the EFML group, exploring how different analysis approaches work to address questions about coastal flow physics."
221766,Building Heaven and Hell,CEE 147,4,"How did early Greeks, Romans, Jews, and Christians imagine space? How did they construct heaven and hell and the afterlife through their written texts? Can we take written images of the earthly and heavenly Jerusalem and her temple, such as those found in Ezekiel, the Book of Revelation and the Apocalypse of Paul and transform them into three-dimensional space? Can we visualize Homer&#039;s Hades or Dante&#039;s Inferno? We are going to try! We will meet in the architecture studio and build out of foam board and hot glue. A number of themes will emerge through the course: the interpretive move in rendering a once real space as a literary icon, the relationship between text and imagined space, the connection between space and ritual, and how to construct an image of a society from whom it imagines in hell. Learn more about the course here: https://youtu.be/J9q8CCQ9NkA"
221935,Market Design for Engineers,MS&E 230,3,"Markets are everywhere around us but don&#039;t always achieve desired goals. Market failures occur due to a variety of frictions and need design to be fixed. The design of marketplace varies depending on the type of goods and possible transactions. This course will cover methods and classic results to analyze the behavior of a marketplace, whether it is successful and how to fix it, building especially on game theoretic tools. The course will further explore the trade-offs between efficiency and equitable outcomes and how to reach desired outcomes. Applications include matching students to schools, college admissions and the failure the desire to balance equity and merit, assigning vaccines, assigning interns to hospitals, assigning organs to patients, auction designs and pricing, information design, online platforms, allocation of food, transportation, and emissions. The course is intended for undergraduates, masters, but also PhD students who are interested in exposure to market design. Prerequisites: basic mathematical maturity at the level of Math 51, and probability at the level of MS&amp;E 120, 220 or EE 178. Limited enrollment."
221999,Product Management Fundamentals for the Real Economy,CEE 250,3,"This course teaches students how to apply product management skills to create products and services for the &quot;real economy.&quot; Students will learn the basics of product management and the product lifecycle and design a product in a team setting. They will also learn iterative product development with an eye towards applying those skills towards products that produce real economic value for society as well as the entrepreneurs. This course includes instruction from seasoned industry veterans and guest speakers. Students will be guided through identifying an opportunity, designing a solution, launching a product, and building a roadmap. The content is tailored to students interested in developing real products and delivering solutions within startups, established companies, non-profits, governments, and non-governmental organizations. The goal is to teach students the fundamentals of product management and equip them with the knowledge to make meaningful progress on some of the biggest challenges facing society. This course requires an application due to limited enrollment. (Same as MS&amp;E 265) Application Link: https://forms.gle/KfHHkYVmfXaCV3Yf6  Application Deadline: Tuesday, January 7, 2025 at 9PM PST"
222073,Reducing Health Disparities and Closing the Achievement Gap through Health Integration in Schools,HUMBIO 122E,3,"Prerequisite: Must be a junior, senior, or graduate student to enroll. Health and education are inextricably linked. If kids aren&#039;t healthy, they won&#039;t realize their full potential in school.  This is especially true for children living in poverty. This course proposes to: 1) examine the important relationship between children&#039;s health and their ability to learn in school as a way to reduce heath disparities; 2) discuss pioneering efforts to identify and address manageable health barriers to learning by integrating health and education in school environments. HUMBIO students must enroll in HUMBIO 122E. Med/Graduate students must enroll in PEDS 229."
222078,Spacecraft Electric Propulsion,AA 204,3,"The fundamentals of electric propulsion for spacecraft, which exists at the junction of traditional fluid dynamics, plasma physics, and aerospace engineering. The design and physics of electrothermal, electrostatic, and electromagnetic propulsion devices. Prerequisites: prior familiarity and experience with electromagnetism (Maxwell&#039;s equations, Ohm&#039;s law); fluid dynamics (fluid equations, choked flow, nozzles, Mach number); chemistry (stoichiometry, heat of formation, heat of reaction); and orbital dynamics (rocket equation, thrust, specific impulse, delta-v)."
222146,Fabrication in Architectural Design,CEE 131G,4,"Design course focused on architectural fabrication processes.  Students build individual design projects using wood and metalworking process.  This is a lab-based course operating out of the Product Realization Lab (PRL), with one lecture and one lab session per week.  Lectures focus on design development as well as the theory and practice of fabrication processes.  Structured labs take students&#039; skills from paper-based modeling to full-scale construction processes using actual materials.  Prior PRL/Room 036 experience is desirable but not required.  Prerequisites:  CEE 31, CEE 31Q (required), E 14 (recommended)."
222156,Modern Ethical Challenges in Neuroscience and Organ Transplantation,HUMBIO 171E,3,"Prerequisite: Must be a junior, senior or graduate student. Today we face unprecedented innovations in neuroscience and medicine. While these advances offer new hope, they also challenge medical, legal, and ethical paradigms. We will explore the ethical constructs surrounding topics including brain death, brain-computer interfaces and other adaptive technologies, and organ transplantation. The course material will include clinical and legal cases, scientific literature, film and popular culture, and experiential learning at Stanford Hospital. We will also focus on cultural comparisons between the US and Japan, where brain death is not widely accepted and deceased donor organ donation is rare. Course evaluation will be based on participation, written work, and team projects."
222166,Structural Monitoring,CEE 286,4,"Introduction to structural monitoring systems that enable us to understand the states of structures and excitations. Theoretical background on linear time-invariant systems, time-series modeling, frequency analysis, and  features extractions in the context of structural systems. Damage diagnosis algorithms and excitation characterization using both physics- and data-based methods for civil structures. Emphasis on the underlying physical interpretations and their practical usage. Prerequisites: CEE 203/CEE 254, CEE 283, CS 106A/X or equivalent"
222210,Image Processing of Fine Art,EE 292F,3,"This course presents the application of rigorous digital image processing to problems in visualization and understanding of fine paintings, drawings, and other two-dimensional artworks. It builds upon a wealth of techniques but modifies and applies them to cases of interest to the technical art community. Such techniques include transforms such as DCT and wavelets, color quantization, blind source (image) separation, edge detection, super-resolution, visual style learning and transfer, digital in-painting, color transforms, level-set analysis, estimation of region statistics, Affine image transforms, and many others. Students will perform several projects which will involve coding, mathematical/statistical analysis, and explaining the relevance of the work to art scholarship."
222240,"Artificial Intelligence for Reasoning, Planning, and Decision Making",CS 372,3,"Course Description:Large Language Models (LLMs) have revolutionized AI through remarkable pattern matching capabilities. However, the path to Artificial General Intelligence (AGI) requires advancing beyond unconscious (System 1) to conscious (System 2) processing. This research-oriented course explores fundamental approaches to elevate LLMs toward AGI capabilities through conscious reasoning, planning, and decision-making. Core Research Questions: 1. How can we enable LLMs to transition from pattern matching to conscious deliberation? 2. What frameworks support robust reasoning and verifiable decisions? 3. How do we implement planning and temporal awareness in LLM systems? 4. What role does multi-LLM agent collaboration play in advancing toward AGI capabilities? The course examines: 1. Theoretical foundations of consciousness in AI 2. Multi-LLM Agent Collaborative Intelligence (MACI) frameworks 3. Entropy-guided information exchange 4. Constitutional AI principles 5. Temporal reasoning and planning architectures. Through lectures, discussions, and hands-on projects, students will explore practical implementations across various domains. While healthcare provides immediate applications (diagnosis, treatment planning), the principles apply broadly to any field requiring AGI-level reasoning capabilities. Prerequisites: Machine Learning, Deep Learning"
222272,Fundamentals of Blockchain Infrastructure,EE 374,3,"The vision of blockchains is to allow billions of people to interact with minimal trust of third parties. Since the invention of Bitcoin by Nakamoto in 2008, much innovative infrastructure has been built to fulfill this vision. This course is a rigorous treatment of the fundamental concepts behind these innovations. A particular focus is on the problem of distributed consensus and how to make it permissionless, secure and scalable. The course is divided into 3 parts: 1) Bitcoin as a payment system and as a consensus protocol. Security analysis. Dynamic availability. 2) Proof-of stake protocols. BFT consensus.  Accountability. 3) Scaling blockchains. Data availability. Zero-knowledge and optimistic rollups. Security sharing and restaking. Prerequisite: EE 178 , CS 109 or equivalent. No blockchains or consensus protocols background needed."
222374,"Advanced Systems Laboratory, Accelerated",CS 240LX,3,"This is an implementation-heavy, lab-based class that covers similar topics as CS240, but by writing code versus discussing papers. Our code will run &quot;bare-metal&quot; (without an operating system) on the widely-used ARM-based raspberry pi.  Bare-metal lets us do interesting tricks without constantly fighting a lumbering, general-purpose OS that cannot get out of its own way. We will do ten projects, one per week, where each project covers two labs of (at a minimum) several hours each and a non-trivial amount of outside work.  The workload is significant, but I will aim to not waste your time. Prerequisite: CS140E or instructor permission."
222446,Machine Learning Theory,CS 229M,3,"How do we use mathematical thinking to design better machine learning methods? This course focuses on developing mathematical tools for answering this question. This course will cover fundamental concepts and principled algorithms in machine learning, particularly those that are related to modern large-scale non-linear models. The topics include concentration inequalities, generalization bounds via uniform convergence, non-convex optimization, implicit regularization effect in deep learning, and unsupervised learning and domain adaptations. Prerequisites: MATH 51 and STATS 117 and either CS 229 or STATS 315A. See https://statistics.stanford.edu/course-equiv for equivalent courses in other departments that satisfy these prerequisites."
222463,Entrepreneurial Leadership,MS&E 277B,3,"This Winter and Spring course sequence is part of the STVP Accel Leadership Program and explores how to lead entrepreneurial ventures including establishing startup strategy, forming organizational culture and effective team structures, securing resources, and building operating models that scale. Teams formulate a case study with a current startup CEO/senior executive that tackles a real-world business problem for their high-growth venture, and present the case on the challenge and the potential paths to resolution. The selection process for the Accel Leadership Program runs during the Autumn fall quarter each year; applications are available at https://stvp.stanford.edu/students."
222468,Design for Behavior Change,CS 247B,4,"Over the last decade, tech companies have invested in shaping user behavior, sometimes for altruistic reasons like helping people change bad habits into good ones, and sometimes for financial reasons such as increasing engagement.  In this project-based hands-on course, students explore the design of systems, information and interface for human use. We will model the flow of interactions, data and context, and crafting a design that is useful, appropriate and robust. Students will design and prototype utility apps or games as a response to the challenges presented. We will also examine the ethical consequences of design decisions and explore current issues arising from unintended consequences. Prerequisite: CS147 or equivalent."
222470,Introduction to Planetary Science,AA 124,4,"This course provides an introduction to planetary science through the exploration of processes that formed and modified planetary bodies within the Solar System and beyond. Each lecture will be given by an expert in a specific subfield of planetary sciences, with topics ranging from planetary materials and formation, planetary dynamics, planetary structure and tectonics, planetary atmospheres, impact cratering, surface processes, and astrobiology. We will also discuss how scientists investigate planets both near and far through sample analysis, telescopic and orbital remote sensing as well as in situ through robotic instruments. Although there are no prerequisites for this course, it is primarily directed towards undergraduate students who are majoring (or plan to) in the sciences or engineering. A minimum level of mathematics equivalent to high school algebra and introductory calculus will be necessary."
222482,Data Analytics for Physical Systems,CEE 254,4,"This course introduces practical applications of data analytics and machine learning from understanding sensor data to extracting information and decision making in the context of sensed physical systems. Many civil engineering applications involve complex physical systems, such as buildings, transportation, and infrastructure systems, which are integral to urban systems and human activities. Emerging data science techniques and rapidly growing data about these systems have enabled us to better understand them and make informed decisions. In this course, students will work with real-world data to learn about challenges in analyzing data, applications of statistical analysis and machine learning techniques using MATLAB, and limitations of the outcomes in domain-specific contexts. Topics include data visualization, noise cleansing, frequency domain analysis, forward and inverse modeling, feature extraction, machine learning, and error analysis. Prerequisites: CS106A, CME 100/Math51, Stats110/101, or equivalent."
222519,Stochastic Hydrology,CEE 266F,3,"Hydrological processes like precipitation, streamflow, and groundwater flow are highly variable over time and across locations. Quantifying the uncertainty in hydrological models and simulating future conditions is critical for informing the development and management of civil infrastructure systems. This course introduces students to statistical methods used in hydrology for data analysis, risk and uncertainty analysis, and simulation. Topics include: flood and drought frequency, time series analysis, rainfall-runoff modeling, and lake water quality. Methods include: applied probability theory, extreme value theory, parameter estimation, regression, time series analysis, transfer functions, Bayesian methods.  Prerequisites: CEE 266A or equivalent and a class in probability and/or statistics."
222520,Water Resources Systems Analysis,CEE 266G,3,"Water resources planners use computational systems engineering models to inform decisions about operations, infrastructure development, and policy. Systems models evaluate alternative decisions against performance metrics like water reliability, access, cost, electricity production, and ecosystem services under a range of hydrological and social conditions. This course will introduce computational methods used in decision-support and common applications in water resources. Focus is on applied optimization methods such as linear programming, dynamic programming, and evolutionary algorithms as well as stochastic simulation. Application areas may include: reservoir operation, environmental flow alteration, hydropower, and flood control. Attention will be given to multi-objective analysis and climate change adaptation. Assignments will involve programming in Python; some Python tutorials will be provided, but prior programming experience is recommended. Prerequisites:  CEE 166A or equivalent."
222561,Longitudinal Data Analysis in Social Science Research,PSYCH 289,3,"This course offers a project-based orientation to methodological issues associated with the analysis of multivariate and/or longitudinal data in the social sciences. General areas to be covered include the manipulation/organization/description of the types of empirical data obtained in social science research, and the application/implementation of multivariate analysis techniques to those data. Students will, through hands-on analysis of their data, acquire experiences in the formulation of research questions and study designs that are appropriately tethered to a variety of advanced analytical methods."
222579,Chemistry of the Earth and Planets,EARTHSYS 2,3,"(EPS 2 - Former GEOLSCI 2) Chemistry of the Earth and Planets Couse Description: Introduction to chemical principles with an emphasis on applications in the Earth Sciences. Topics include the origin and distribution of the elements in the solar system and on Earth, the origin and structure of the Earth, its oceans, and atmosphere; crystal chemistry, structure, and transformations; predicting and balancing reactions; thermodynamics, phase diagrams, high temperature and aqueous geochemistry, weathering, isotope geochemistry, and organic geochemistry. Students will also be exposed to analytical methods used in the Earth sciences. Change of Department Name: Earth &amp; Planetary Sciences (Formerly Geological Science)"
222589,Mechanisms of Tissue Regeneration,BIO 162,3,"Many organisms possess a remarkable ability to repair and regenerate damaged organs and tissues. This course will explore the cellular and developmental mechanisms used to achieve regeneration. Students will learn the basic developmental and cellular mechanisms underlying the original formation of organs during normal development and how these mechanisms are modified during the regenerative process. The course will also consider how our expanding knowledge of regeneration mechanisms could be used to promote medically useful regeneration in humans. The course will involve extensive reading and analysis of primary literature. Prerequisites: BIO 86 and BIO 160.  Enrollment by permission of the professor, apply at https://forms.gle/NupN2DrkDhYuZEsz7."
222591,Integrative and Experimental Microbiology,BIO 120,3,"To survive, grow, and reproduce, organisms coordinate different molecular processes so they can use available resources and cope with environmental conditions. This laboratory course explores molecular and cellular integration in bacteria. Experiments include the quantification of growth, mutational screens and mutant analysis, gene cloning, and measuring/engineering gene-expression. These &quot;wet lab&quot; approaches will be combined with &quot;dry lab&quot; approaches to analyze experimental findings and explore further the link between molecular processes, cell-physiology, and ecology. Prerequisite: BIO 82, BIO 83, and either BIO 45 or BIO 47. Enrollment via Application: https://forms.gle/x1ZCtVVTAbwm6KSC7"
222604,Formal Methods for Computer Systems,CS 357S,3,"The complexity of modern computer systems requires rigorous and systematic verification/validation techniques to evaluate their ability to correctly and securely support application programs. To this end, a growing body of work in both industry and academia leverages formal methods techniques to solve computer systems challenges. This course is a research seminar that will cover foundational work and current topics in the application of formal methods-style techniques (some possible examples include SAT/SMT, model checking, symbolic execution, theorem proving, program synthesis, fuzzing) to reliable and secure computer systems design. The course can be thought of as an applied formal methods course where the application is reliable and secure architecture, microarchitecture, and distributed systems design. Prior formal methods experience is not necessary. Students will read and discuss published research papers and complete an original research project. Open to PhD and masters students as well as advanced undergraduate students. Prerequisites: EE180 Digital Systems Architecture or comparable course, or consent of instructor."
222612,Introduction to Topology and Geometry,MATH 144,4,"Point set topology, including connectedness, compactness, countability and separation axioms. The inverse and implicit function theorems. Smooth manifolds, immersions and submersions, embedding theorems. Prerequisites: Math 61CM or both Math 113 and Math 171."
222618,Proofs and Modern Mathematics,MATH 56,4,"How do mathematicians think? Why are the mathematical facts learned in school true? In this course students will explore higher-level mathematical thinking and will gain familiarity with a crucial aspect of mathematics: achieving certainty via mathematical proofs, a creative activity of figuring out what should be true and why. This course is ideal for students who would like to learn about the reasoning underlying mathematical results, but at a pace and level of abstraction not as intense as Math 61CM/DM, as a consequence benefiting from additional opportunity to explore the reasoning. Familiarity with one-variable calculus is strongly recommended at least at the AB level of AP Calculus since a significant part of the course develops some of the main results in that material systematically from a small list of axioms. We also address linear algebra from the viewpoint of a mathematician, illuminating notions such as fields and abstract vector spaces. This course may be paired with Math 51; though that course is not a pre- or co-requisite."
222637,Natural Language Processing in the Social Sciences,PSYCH 290,3,"Digital communications (including social media) are the largest data sets of our time, and most of them are text. Social scientists need to be able to digest small and big data sets alike, process them and extract psychological insight. This applied and project-focused course introduces students to a Python codebase developed to facilitate text analysis in the social sciences (see dlatk.wwbp.org -- knowledge of Python is helpful but not required). The goal is to practice these methods in guided tutorials and project-based work so that the students can apply them to their own research contexts and be prepared to write up the results for publication. The course will provide best practices, as well as access to and familiarity with a Linux-based server environment to process text, including the extraction of words and phrases, topics, and psychological dictionaries. We will also practice the use of machine learning based on text data for psychological assessment, and the further statistical analysis of language variables in R. The course has no computer science prerequisites. Familiarity with Python, SSH, and basic Linux is helpful but not required &iquest; they will be minimally introduced in the course, as will SQL (databases) and Jupyter notebooks. Understanding regression, basic familiarity with R, and the ability to wrangle your data into spreadsheet form are expected. For more information, please see psych290.stanford.edu, where you will be able to access the google form to apply for the class."
222649,Machine Learning Methods for Neural Data Analysis,CS 339N,3,"With modern high-density electrodes and optical imaging techniques, neuroscientists routinely measure the activity of hundreds, if not thousands, of cells simultaneously. Coupled with high-resolution behavioral measurements, genetic sequencing, and connectomics, these datasets offer unprecedented opportunities to learn how neural circuits function. This course will study statistical machine learning methods for analyzing such datasets, including: spike sorting, calcium deconvolution, and voltage smoothing techniques for extracting relevant signals from raw data; markerless tracking methods for estimating animal pose in behavioral videos; network models for connectomics and fMRI data; state space models for analysis of high-dimensional neural and behavioral time-series; point process models of neural spike trains; and deep learning methods for neural encoding and decoding. We will develop the theory behind these models and algorithms and then apply them to real datasets in the homeworks and final project. Prerequisites: STATS 202 or CS 229"
